stock_code,时间,公告
2636,2023/6/10,金安国纪:上会会计师事务所（特殊普通合伙）关于对《金安国纪集团股份有限公司2022年年报的问询函》的回复
2636,2023/6/10,金安国纪:关于对深圳证券交易所2022年年报问询函回复的公告
2636,2023/6/10,金安国纪:关于补充披露2022年年度报告相关内容的公告
2636,2023/6/10,金安国纪:2022年年度报告（补充后）
2636,2023/6/8,金安国纪:关于延期回复深圳证券交易所2022年年报问询函的公告
2636,2023/5/31,金安国纪:北京市天元律师事务所关于金安国纪集团股份有限公司2022年度股东大会的法律意见
2636,2023/5/31,金安国纪:2022年年度股东大会决议公告
2636,2023/5/27,金安国纪:关于控股股东的一致行动人减持股份预披露公告
2636,2023/5/24,关于对金安国纪公司的年报问询函
2703,2023/6/14,浙江世宝:股票交易异常波动公告
2703,2023/6/2,浙江世宝:广发证券关于浙江世宝2022年向特定对象发行A股股票之上市保荐书
2703,2023/6/2,浙江世宝:广发证券关于浙江世宝2022年向特定对象发行A股股票之证券发行保荐书
2703,2023/6/2,浙江世宝:浙江世宝2022年向特定对象发行A股股票募集说明书（注册稿）
2703,2023/6/2,浙江世宝:关于向特定对象发行A股股票申请提交募集说明书（注册稿）等文件的提示性公告
2703,2023/5/30,浙江世宝:法律意见书
2703,2023/5/30,浙江世宝:2022年度股东大会决议公告
2703,2023/5/29,浙江世宝:关于申请向特定对象发行A股股票获得深圳证券交易所上市审核中心审核通过的公告
2703,2023/5/24,浙江世宝_募集说明书(申报稿)
2703,2023/5/24,浙江世宝_发行人和保荐机构回复意见（修订稿）
301357,2023/6/26,北方长龙:北方长龙调研活动信息
301357,2023/6/20,北方长龙:关于会计政策变更的公告
301357,2023/6/20,北方长龙:关于使用部分闲置募集资金进行现金管理的进展公告
301357,2023/6/15,北方长龙:公司章程
301357,2023/6/15,北方长龙:关于完成工商变更登记并换发营业执照的公告
301357,2023/6/2,北方长龙:投资者关系活动记录表
301357,2023/6/2,北方长龙:获得政府补助的公告
301357,2023/5/26,北方长龙:关于2022年年度权益分派实施公告
301357,2023/5/18,北方长龙:关于调整公司组织架构的公告
301357,2023/5/18,北方长龙:第二届监事会第一次会议决议公告
4,2023/6/27,ST国华:关于对深圳国华网安科技股份有限公司关注函的回复
4,2023/6/27,ST国华:关于《关于对深圳国华网安科技股份有限公司的关注函》的会计师回复意见
4,2023/6/27,ST国华:第十一届监事会2023年第一次临时会议决议公告
4,2023/6/27,ST国华:安徽天禾律师事务所关于深圳证券交易所《关于对深圳国华网安科技股份有限公司的关注函》之专项核查意见
4,2023/6/27,ST国华:关于撤销其他风险警示暨停牌的公告
4,2023/6/27,ST国华:关于深圳证监局对公司采取责令改正措施决定的整改报告
4,2023/6/27,ST国华:第十一届董事会2023年第三次临时会议决议公告
4,2023/6/22,ST国华:关于延期回复深圳证券交易所关注函的公告
4,2023/6/14,关于对ST国华公司的关注函
4,2023/6/14,ST国华:关于对深圳国华网安科技股份有限公司2022年年报问询函的回复
2976,2023/6/27,瑞玛精密:关于设立子公司事项进展暨完成注册登记的公告
2976,2023/6/15,瑞玛精密:甬兴证券关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告（修订稿）
2976,2023/6/15,瑞玛精密:甬兴证券关于深圳证券交易所《关于苏州瑞玛精密工业股份有限公司发行股份购买资产并募集配套资金申请的审核中心意见落实函》相关问题之核查意见
2976,2023/6/15,瑞玛精密:发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）（修订稿）
2976,2023/6/15,瑞玛精密:关于深圳证券交易所《关于苏州瑞玛精密工业股份有限公司发行股份购买资产并募集配套资金申请的审核中心意见落实函》之回复
2976,2023/6/15,瑞玛精密:容诚会计师事务所（特殊普通合伙）关于公司发行股份购买资产并募集配套资金申请的审核中心意见落实函的专项核查意见
2976,2023/6/15,瑞玛精密:容诚会计师事务所（特殊普通合伙）关于普拉尼德有限公司报告期内业绩真实性的专项核查报告
2976,2023/6/15,瑞玛精密:上海市锦天城律师事务所补充法律意见书（四）
2976,2023/6/15,瑞玛精密:发行股份及支付现金购买资金并募集配套资金暨关联交易报告书（草案）摘要（修订稿）
2976,2023/6/15,瑞玛精密:甬兴证券关于香港大言及普拉尼德报告期内业绩真实性的专项核查意见
2261,2023/6/12,拓维信息:关于股价异常波动的公告
2261,2023/6/8,拓维信息:关于2022年股票期权与限制性股票激励计划之限制性股票预留授予登记完成的公告
2261,2023/6/8,拓维信息:关于2022年股票期权与限制性股票激励计划之股票期权预留授予登记完成的公告
2261,2023/6/2,拓维信息:2023年6月1日投资者关系活动记录表
2261,2023/5/30,拓维信息:关于股价异常波动的公告
2261,2023/5/30,拓维信息:关于举行2022年度网上业绩说明会的公告
2261,2023/5/26,拓维信息:长征教育资产评估报告
2261,2023/5/26,拓维信息:火溶信息资产评估报告
2261,2023/5/26,拓维信息:联合中和土地房地产资产评估有限公司关于对拓维信息系统股份有限公司2022年年报的问询函的回复
2261,2023/5/26,拓维信息:海云天科技资产评估报告
603215,2023/7/7,比依股份:实际控制人关于《浙江比依电器股份有限公司股票交易异常波动问询函》的回函
603215,2023/7/7,比依股份:浙江比依电器股份有限公司股票交易异常波动公告
603215,2023/6/20,比依股份:关于2023年限制性股票激励计划首次授予登记完成的公告
603215,2023/6/20,比依股份:2023年第二次临时股东大会会议资料
603215,2023/6/17,比依股份:浙江比依电器股份有限公司关于召开2023年第二次临时股东大会的通知
603215,2023/6/17,比依股份:独立董事候选人声明-徐群
603215,2023/6/17,比依股份:独立董事关于第一届董事会第二十四次会议相关事项的独立意见
603215,2023/6/17,比依股份:独立董事候选人声明-朱容稼
603215,2023/6/17,比依股份:独立董事提名人声明-朱容稼
603215,2023/6/17,比依股份:浙江比依电器股份有限公司第一届监事会第十七次会议决议公告
2818,2023/6/21,富森美:第五届董事会第十一次会议决议公告
2818,2023/6/21,富森美:关于对全资子公司向银行申请授信提供担保的公告
2818,2023/6/21,富森美:独立董事关于对全资子公司向银行申请授信提供担保的独立意见
2818,2023/6/21,富森美:关于召开2023年第一次临时股东大会的通知
2818,2023/6/21,富森美:第五届监事会第十次会议决议公告
2818,2023/5/12,富森美:关于共青城储兴创业投资合伙企业投资项目退出的公告
2818,2023/5/8,富森美:2022年年度权益分派实施公告
2818,2023/4/28,富森美:监事会决议公告
2818,2023/4/28,富森美:2023年一季度报告
2818,2023/4/28,富森美:董事会决议公告
1309,2023/7/1,德明利:前次募集资金使用情况审核报告
1309,2023/6/17,德明利:第二届董事会第二次会议决议公告
1309,2023/6/17,德明利:独立董事关于第二届董事会第二次会议相关事项的独立意见
1309,2023/6/17,德明利:第二届监事会第二次会议决议公告
1309,2023/6/17,德明利:独立董事关于第二届董事会第二次会议相关事项的事前认可意见
1309,2023/6/14,德明利:关于2023年限制性股票激励计划内幕信息知情人及激励对象买卖公司股票情况的自查报告
1309,2023/6/9,德明利:广东信达律师事务所关于深圳市德明利技术股份有限公司2022年年度股东大会法律意见书
1309,2023/6/9,德明利:2022年度股东大会决议公告
1309,2023/6/9,德明利:关于董事会、监事会完成换届选举及延期聘任高级管理人员和证券事务代表的公告
1309,2023/6/9,德明利:第二届监事会第一次会议决议公告
600707,2023/6/27,彩虹股份:彩虹股份关于持股5%以上股东股份解除质押的公告
600707,2023/6/27,彩虹股份:彩虹股份关于为控股子公司提供担保的进展公告
600707,2023/6/21,彩虹股份:大信会计师事务所（特殊普通合伙）关于彩虹股份2022年年度报告的信息披露监管工作函的回复
600707,2023/6/21,彩虹股份:彩虹股份关于上海证券交易所对公司2022年年度报告的信息披露监管工作函的回复公告
600707,2023/6/21,彩虹股份:彩虹股份独立董事关于2022年年度报告信息披露监管工作函回复的独立意见
600707,2023/6/16,彩虹股份:彩虹股份2022年年度股东大会决议公告
600707,2023/6/16,彩虹股份:北京市嘉源律师事务所关于彩虹显示器件股份有限公司2022年度股东大会的法律意见书
600707,2023/6/14,彩虹股份:彩虹股份关于收到上海证券交易所2022年年度报告的信息披露监管工作函的公告
600707,2023/6/8,彩虹股份:彩虹股份第三十一次（2022年度）股东大会会议资料
600707,2023/5/31,彩虹股份:彩虹股份关于控股股东股份解除质押及质押的公告
2428,2023/6/21,云南锗业:关于接受关联方财务资助暨关联交易的公告
2428,2023/6/21,云南锗业:第八届监事会第五次会议决议公告
2428,2023/6/21,云南锗业:独立董事关于接受关联方财务资助暨关联交易事项的事前认可意见
2428,2023/6/21,云南锗业:第八届董事会第五次会议决议公告
2428,2023/6/21,云南锗业:独立董事关于接受关联方财务资助暨关联交易事项的独立意见
2428,2023/6/15,云南锗业:2023年6月14日投资者关系活动记录表
2428,2023/5/31,云南锗业:关于控股子公司涉及诉讼的公告
2428,2023/5/19,云南锗业:第八届监事会第四次会议决议公告
2428,2023/5/19,云南锗业:关于公司及实际控制人继续为子公司提供担保暨关联交易的公告
2428,2023/5/19,云南锗业:独立董事关于公司及实际控制人继续为子公司提供担保暨关联交易事项的独立意见
2892,2023/6/26,科力尔:关于公司股票交易异常波动的公告
2892,2023/6/22,科力尔:关于公司监事减持股份预披露的公告
2892,2023/6/21,科力尔:关于持股5%以上股东大宗交易减持及其一致行动人参与转融通证券出借业务合计股份变动超过1%的公告
2892,2023/6/21,科力尔:关于2021年员工持股计划第二个锁定期届满的提示性公告
2892,2023/6/13,科力尔:关于公司监事股份减持计划实施完成的公告
2892,2023/6/9,科力尔:关于完成工商变更并换发营业执照的公告
2892,2023/6/8,科力尔:关于持股5%以上股东及其一致行动人股份变动超过1%的公告
2892,2023/5/31,科力尔:2022年年度权益分派实施公告
2892,2023/5/25,科力尔:关于持股5%以上股东、董事股份减持计划期限届满的公告
2892,2023/5/20,科力尔:国浩律师（深圳）事务所关于科力尔电机集团股份有限公司2022年年度股东大会的法律意见书
603110,2023/6/14,东方材料:新东方新材料股份有限公司关于召开2022年年度业绩说明会的公告
603110,2023/6/13,东方材料:新东方新材料股份有限公司关于持股5%以上股东减持股份进展公告
603110,2023/6/9,东方材料:新东方新材料股份有限公司关于使用部分闲置募集资金进行现金管理的公告
603110,2023/6/8,东方材料:控股股东、实际控制人股票异常波动回函
603110,2023/6/8,东方材料:新东方新材料股份有限公司关于股票交易异常波动的公告
603110,2023/6/6,东方材料:新东方新材料股份有限公司2022年度权益分派实施公告
603110,2023/6/6,东方材料:新东方新材料股份有限公司关于股东减持股份进展公告
603110,2023/5/27,东方材料:新东方新材料股份有限公司关于使用部分闲置募集资金进行现金管理到期赎回的公告
603110,2023/5/19,东方材料:新东方新材料股份有限公司2022年年度股东大会决议公告
603110,2023/5/19,东方材料:2022年年度股东大会法律意见书
1380,2023/6/17,华纬科技:关于子公司开立募集资金专户并签订四方监管协议的公告
1380,2023/6/16,华纬科技:2023年6月15日投资者关系活动记录表
1380,2023/6/10,华纬科技:北京中伦（杭州）律师事务所关于华纬科技股份有限公司2023年第三次临时股东大会的法律意见书
1380,2023/6/10,华纬科技:2023年第三次临时股东大会决议公告
1380,2023/6/8,华纬科技:平安证券股份有限公司关于华纬科技股份有限公司使用募集资金向全资子公司提供借款实施募投项目的核查意见
1380,2023/6/8,华纬科技:总经理工作细则
1380,2023/6/8,华纬科技:关于通过开立募集资金保证金账户开具银行承兑汇票支付募投项目款项的公告
1380,2023/6/8,华纬科技:内幕信息知情人登记管理制度
1380,2023/6/8,华纬科技:对外提供财务资助管理制度
1380,2023/6/8,华纬科技:董事会提名委员会实施细则
603045,2023/6/28,福达合金:2022年年度权益分派实施公告
603045,2023/6/8,福达合金:为全资子公司提供担保的公告
603045,2023/6/7,福达合金:股东集中竞价减持股份进展公告
603045,2023/5/24,福达合金:关于注销回购股份的实施公告
603045,2023/5/20,福达合金:2022年年度股东大会决议公告
603045,2023/5/20,福达合金:北京德恒律师事务所关于福达合金材料股份有限公司2022年年度股东大会的法律意见
603045,2023/5/12,福达合金:关于2022年度业绩暨现金分红说明会召开情况的公告
603045,2023/5/11,福达合金:2022年年度股东大会会议资料
603045,2023/5/11,福达合金:关于控股股东部分股份解除质押的公告
603045,2023/5/10,福达合金:第七届监事会第三次会议决议公告
2134,2023/6/27,天津普林:关于筹划重大资产重组的进展公告
2134,2023/6/21,天津普林:关于延期回复深圳证券交易所并购重组问询函的公告
2134,2023/6/14,天津普林:关于公司向银行申请综合授信额度的公告
2134,2023/6/14,天津普林:独立董事关于第六届董事会第二十四次会议相关事项的独立意见
2134,2023/6/14,天津普林:独立董事关于第六届董事会第二十四次会议相关事项的事前认可意见
2134,2023/6/14,天津普林:关于开展外汇衍生品交易的可行性分析报告
2134,2023/6/14,天津普林:关于聘任高级管理人员的公告
2134,2023/6/14,天津普林:第六届监事会第十八次会议决议公告
2134,2023/6/14,天津普林:关于召开2023年第一次临时股东大会的通知
2134,2023/6/14,天津普林:第六届董事会第二十四次会议决议公告
603048,2023/6/6,浙江黎明:关于使用部分闲置募集资金进行现金管理的进展公告
603048,2023/6/6,浙江黎明:权益分派实施公告
603048,2023/5/23,浙江黎明:关于使用部分闲置募集资金进行现金管理的进展公告
603048,2023/5/17,浙江黎明:2022年年度股东大会决议公告
603048,2023/5/17,浙江黎明:国浩律师（杭州）事务所关于浙江黎明智造股份有限公司2022年年度股东大会法律意见书
603048,2023/5/10,浙江黎明:2022年年度股东大会会议资料
603048,2023/5/10,浙江黎明:关于参加浙江辖区上市公司2023年投资者网上集体接待日活动暨召开公司2022年度业绩说明会的公告
603048,2023/4/29,浙江黎明:关于会计政策变更的公告
603048,2023/4/29,浙江黎明:2023年一季度报告
603048,2023/4/26,浙江黎明:天健审〔2023〕4668号-审计报告
603667,2023/7/4,五洲新春:五洲新春2023年第一次临时股东大会决议公告
603667,2023/6/21,五洲新春:五洲新春2023年第一次临时股东大会会议资料
603667,2023/6/20,五洲新春:五洲新春股票交易异常波动公告
603667,2023/6/20,五洲新春:五洲新春控股股东、实际控制人关于公司股票交易异常波动问询函的回复
603667,2023/6/15,五洲新春:五洲新春2022年年度权益分派实施公告
603667,2023/6/14,五洲新春:五洲新春关于补选独立董事的公告
603667,2023/6/14,五洲新春:独立董事候选人申明（李大开）
603667,2023/6/14,五洲新春:五洲新春关于延长非公开发行股票股东大会决议有效期及授权有效期的公告
603667,2023/6/14,五洲新春:五洲新春第四届董事会第十七次会议决议公告
603667,2023/6/14,五洲新春:五洲新春独立董事关于第四届董事会第十七次会议相关事项的独立意见
2403,2023/6/3,爱仕达:关于公司副总经理辞职的公告
2403,2023/6/1,爱仕达:关于公司控股股东股票解除质押的公告
2403,2023/5/20,爱仕达:2022年年度股东大会决议公告
2403,2023/5/20,爱仕达:上海市锦天城律师事务所关于爱仕达股份有限公司2022年年度股东大会的法律意见书
2403,2023/5/13,爱仕达:关于公司实际控制人股票质押的公告
2403,2023/5/12,爱仕达:2023年5月12日投资者关系活动记录表
2403,2023/5/9,爱仕达:关于参加浙江辖区上市公司2023年投资者网上集体接待日活动暨2022年度网上业绩说明会的公告
2403,2023/4/29,爱仕达:爱仕达股份有限公司董事、监事和高级管理人员薪酬管理制度
2403,2023/4/29,爱仕达:【白云霞】独立董事2022年度述职报告
2403,2023/4/29,爱仕达:关于终止部分募集资金投资项目并将剩余及结余募集资金永久补充流动资金的公告
600719,2023/7/5,大连热电:大连热电股份有限公司董事会关于本次交易相关主体不存在依据《上市公司监管指引第7号—上市公司重大资产重组相关股票异常交易监管》第十二条的说明
600719,2023/7/5,大连热电:西南证券股份有限公司关于大连热电董事会关于股票价格波动是否达到《上海证券交易所上市公司自律监管指引第6号——重大资产重组》相关标准的核查意见
600719,2023/6/21,大连热电:大连热电股份有限公司关于筹划重大资产重组停牌公告
600719,2023/6/6,大连热电:大连热电股份有限公司关于2022年度暨2023年第一季度业绩说明会召开情况的公告
600719,2023/6/1,大连热电:大连热电股份有限公司2022年年度股东大会决议公告
600719,2023/6/1,大连热电:北京英舜（大连）律师事务所关于大连热电股份有限公司二零二二年年度股东大会的法律意见书
600719,2023/5/26,大连热电:大连洁净能源集团有限公司关于《大连热电股份有限公司股票交易异常波动问询函》的复函
600719,2023/5/26,大连热电:大连热电股份有限公司股票交易异常波动公告
600719,2023/5/25,关于对大连热电股份有限公司及有关责任人予以监管警示的决定
600719,2023/5/25,大连热电:大连热电股份有限公司关于召开2022年度暨2023年第一季度业绩说明会的公告
688629,2023/6/26,华丰科技:华丰科技公司章程
688629,2023/6/26,华丰科技:华丰科技首次公开发行股票科创板上市公告书
688629,2023/6/26,华丰科技:华丰科技首次公开发行股票科创板上市公告书提示性公告
688629,2023/6/26,关于四川华丰科技股份有限公司人民币普通股股票科创板上市交易的公告
688629,2023/6/20,华丰科技:华丰科技首次公开发行股票并在科创板上市招股说明书
688629,2023/6/20,华丰科技:华丰科技首次公开发行股票并在科创板上市招股说明书提示性公告
688629,2023/6/20,华丰科技:华丰科技首次公开发行股票并在科创板上市发行结果公告
688629,2023/6/16,华丰科技:华丰科技首次公开发行股票并在科创板上市网下初步配售结果及网上中签结果公告
688629,2023/6/15,华丰科技:华丰科技首次公开发行股票并在科创板上市网上发行申购情况及中签率公告
688629,2023/6/13,华丰科技:华丰科技首次公开发行股票并在科创板上市发行公告
300128,2023/6/10,锦富技术:关于持股5%以上股东部分股份质押的公告
300128,2023/6/9,锦富技术:独立董事提名人声明（二）
300128,2023/6/9,锦富技术:独立董事候选人声明（于元良）
300128,2023/6/9,锦富技术:关于为全资子公司提供担保的公告
300128,2023/6/9,锦富技术:独立董事提名人声明（一）
300128,2023/6/9,锦富技术:关于选举第六届监事会职工代表监事的公告
300128,2023/6/9,锦富技术:独立董事关于第五届董事会第二十八次会议相关事项的独立意见
300128,2023/6/9,锦富技术:独立董事候选人声明（吴雪峰）
300128,2023/6/9,锦富技术:第五届监事会第二十二次（临时）会议决议公告
300128,2023/6/9,锦富技术:2022年度股东大会通知
961,2023/7/6,关于对中南建设公司的年报问询函
961,2023/7/3,中南建设:江苏中南建设集团股份有限公司2021年面向合格投资者公开发行公司债券(第一期)(品种一)受托管理事务报告（2022年度)
961,2023/7/3,中南建设:江苏中南建设集团股份有限公司2019年面向合格投资者公开发行公司债券(第一期)受托管理事务报告（2022年度）
961,2023/7/3,中南建设:江苏中南建设集团股份有限公司2020年面向合格投资者公开发行公司债券(第一期)(疫情防控债)(品种二)受托管理事务报告（2022年度）
961,2023/6/30,中南建设:北京市君合律师事务所关于江苏中南建设集团股份有限公司向特定对象发行A股股票之补充法律意见书（四）
961,2023/6/27,中南建设:2022年度股东大会提示性公告
961,2023/6/26,中南建设:关于2018年、2019年股票期权激励计划未行权期权注销完成的公告
961,2023/6/26,中南建设:江苏中南建设集团股份有限公司2023年跟踪评级报告
961,2023/6/26,中南建设:江苏中南建设集团股份有限公司主体与相关债项2023年度跟踪评级报告
961,2023/6/26,中南建设:江苏中南建设集团股份有限公司主体及相关债项2023年度跟踪评级报告
688620,2023/6/26,安凯微:安凯微首次公开发行股票科创板上市公告书
688620,2023/6/26,安凯微:安凯微公司章程
688620,2023/6/26,安凯微:安凯微首次公开发行股票科创板上市公告书提示性公告
688620,2023/6/26,关于广州安凯微电子股份有限公司人民币普通股股票科创板上市交易的公告
688620,2023/6/19,安凯微:安凯微首次公开发行股票并在科创板上市招股说明书提示性公告
688620,2023/6/19,安凯微:安凯微首次公开发行股票并在科创板上市招股说明书
688620,2023/6/19,安凯微:安凯微首次公开发行股票并在科创板上市发行结果公告
